Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location,Highlighted at
"A fourth reason offered by British observers to explain American economic efficiency was an educational system that had produced widespread literacy and “adaptative versatility” among American workers. By contrast a British workman trained by long apprenticeship “in the trade” rather than in schools lacked “the ductility of mind and the readiness of apprehension for a new thing” and was “unwilling to change the methods which he has been used to,” according to an English manufacturer.",The Illustrated Battle Cry of Freedom: The Civil War Era (Oxford History of the United States Book 6),James M. McPherson,B002NXOQLQ,,,,order,9,2020-04-16 19:32:49.853182+00:00
"Rather, they portrayed the South as fighting for liberty and self-government—blithely unmindful of Samuel Johnson’s piquant question about an earlier generation of American rebels: “How is it that we hear the loudest yelps for liberty among the drivers of negroes?”",The Illustrated Battle Cry of Freedom: The Civil War Era (Oxford History of the United States Book 6),James M. McPherson,B002NXOQLQ,,,,order,7,2020-04-16 19:32:49.853022+00:00
"After signing the papers, Grant introduced Lee to his staff. As he shook hands with Grant’s military secretary Ely Parker, a Seneca Indian, Lee stared a moment at Parker’s dark features and said, “I am glad to see one real American here.” Parker responded, “We are all Americans.”",The Illustrated Battle Cry of Freedom: The Civil War Era (Oxford History of the United States Book 6),James M. McPherson,B002NXOQLQ,,,,order,6,2020-04-16 19:32:49.852948+00:00
"The rise of schooling in these countries since the seventeenth century had grown out of the Protestant Reformation. The priesthood of all believers needed to know how to read and understand God’s word. In the nineteenth century, religion continued to play an important role in American education.",The Illustrated Battle Cry of Freedom: The Civil War Era (Oxford History of the United States Book 6),James M. McPherson,B002NXOQLQ,,,discard,order,5,2020-04-16 19:32:49.852872+00:00
"Andersonville was the most extreme example of what many northerners regarded as a fiendish plot to murder Yankee prisoners.48 After the war a Union military commission tried and executed its commandant, Henry Wirz, for war crimes—the only such trial to result from the Civil War.",The Illustrated Battle Cry of Freedom: The Civil War Era (Oxford History of the United States Book 6),James M. McPherson,B002NXOQLQ,,,discard,order,4,2020-04-16 19:32:49.852798+00:00
"He had discovered that his laconic, informal, commonsense manner inspired respect and obedience from his men. Unlike so many other commanders, Grant rarely clamored for reinforcements, rarely complained, rarely quarreled with associates, but went ahead and did the job with the resources at hand.",The Illustrated Battle Cry of Freedom: The Civil War Era (Oxford History of the United States Book 6),James M. McPherson,B002NXOQLQ,,,discard,order,2,2020-04-16 19:32:49.852636+00:00
"The philosopher of republicanism, Thomas Jefferson, had defined the essence of liberty as independence, which required the ownership of productive property. A man dependent on others for a living could never be truly free, nor could a dependent class constitute the basis of a republican government.",The Illustrated Battle Cry of Freedom: The Civil War Era (Oxford History of the United States Book 6),James M. McPherson,B002NXOQLQ,,,discard,order,1,2020-04-16 19:32:49.852557+00:00
"The 9,000 miles of rail in the United States by 1850 led the world, but paled in comparison with the 21,000 additional miles laid during the next decade, which gave to the United States in 1860 a larger rail network than in the rest of the world combined.",The Illustrated Battle Cry of Freedom: The Civil War Era (Oxford History of the United States Book 6),James M. McPherson,B002NXOQLQ,,,,,0,2020-04-16 19:32:49.852435+00:00
"Slavery “is the poor man’s best Government,” said Brown. “Among us the poor white laborer . does not belong to the menial class. The negro is in no sense his equal. He belongs to the only true aristocracy, the race of white men.”",The Illustrated Battle Cry of Freedom: The Civil War Era (Oxford History of the United States Book 6),James M. McPherson,B002NXOQLQ,,,discard,order,8,2020-04-16 19:32:49.853100+00:00
The cost of transporting a ton of goods thirty miles inland from an American port equalled the cost of carrying the same goods across the Atlantic.,The Illustrated Battle Cry of Freedom: The Civil War Era (Oxford History of the United States Book 6),James M. McPherson,B002NXOQLQ,,,discard,order,3,2020-04-16 19:32:49.852714+00:00
"But beyond what Marxists would disparagingly call “trade-union consciousness,” they yearned to be treated honorably by their bosses (and be called “Herr X”) and aspired to have a small cottage with a garden to call their own.","Two Cheers for Anarchism: Six Easy Pieces on Autonomy, Dignity, and Meaningful Work and Play",James C. Scott,B0091XBYWK,,,,order,19,2020-11-10 05:05:41.089708+00:00
"Even this achievement is fraught with melancholy, inasmuch as the French Revolution also marked the moment when the state won direct, unmediated access to the citizen and when universal conscription and total warfare became possible as well.","Two Cheers for Anarchism: Six Easy Pieces on Autonomy, Dignity, and Meaningful Work and Play",James C. Scott,B0091XBYWK,,,,order,18,2020-11-10 05:05:41.089633+00:00
"One thing that heaves into view, I believe, is what Pierre-Joseph Proudhon had in mind when he first used the term “anarchism,” namely, mutuality, or cooperation without hierarchy or state rule. Another is the anarchist tolerance for confusion and improvisation that accompanies social learning, and confidence in spontaneous cooperation and reciprocity.","Two Cheers for Anarchism: Six Easy Pieces on Autonomy, Dignity, and Meaningful Work and Play",James C. Scott,B0091XBYWK,,,discard,order,17,2020-11-10 05:05:41.089558+00:00
"A similar “gaming logic” was at work in the bundling of mortgages into complex financial instruments implicated in the world financial collapse of 2008. Bond rating agencies, aside from being paid by bond issuers, had, in the interest of transparency, made their rating formulas available to investment firms. Knowing the procedures, or better yet hiring away the raters themselves, it became possible to reverse-engineer bonds with the formulas in mind and thereby achieve top ratings (AAA) for financial instruments that were exceptionally risky. Once again, the audit was successful but the patient died.","Two Cheers for Anarchism: Six Easy Pieces on Autonomy, Dignity, and Meaningful Work and Play",James C. Scott,B0091XBYWK,,,discard,order,16,2020-11-10 05:05:41.089484+00:00
"When such tools succeed, they achieve the necessary alchemy of taking contentious and high-stakes battles for resources, life chances, mega-project benefits, and status and transmuting them into technical, apolitical decisions presided over by officials whose neutrality is beyond reproach.","Two Cheers for Anarchism: Six Easy Pieces on Autonomy, Dignity, and Meaningful Work and Play",James C. Scott,B0091XBYWK,,,,order,15,2020-11-10 05:05:41.089409+00:00
"One need not have an actual conspiracy to achieve the practical effects of a conspiracy. More regimes have been brought, piecemeal, to their knees by what was once called “Irish democracy,” the silent, dogged resistance, withdrawal, and truculence of millions of ordinary people, than by revolutionary vanguards or rioting mobs.","Two Cheers for Anarchism: Six Easy Pieces on Autonomy, Dignity, and Meaningful Work and Play",James C. Scott,B0091XBYWK,,,,order,14,2020-11-10 05:05:41.089327+00:00
"The big question, and one to which I do not have a definitive answer, is whether the existence, power, and reach of the state over the past several centuries have sapped the independent, self-organizing power of individuals and small communities.","Two Cheers for Anarchism: Six Easy Pieces on Autonomy, Dignity, and Meaningful Work and Play",James C. Scott,B0091XBYWK,,,,order,13,2020-11-10 05:05:41.089252+00:00
"A great deal of the symbolic work of official power is precisely to obscure the confusion, disorder, spontaneity, error, and improvisation of political power as it is in fact exercised, beneath a billiard-ball-smooth surface of order, deliberation, rationality, and control. I think of this as the “miniaturization of order.”","Two Cheers for Anarchism: Six Easy Pieces on Autonomy, Dignity, and Meaningful Work and Play",James C. Scott,B0091XBYWK,,,,order,12,2020-11-10 05:05:41.089175+00:00
"One can look anxiously ahead to a time, not so far away, when the North Atlantic businessman can step off a plane anywhere in the world and find an institutional order—laws, commercial codes, ministries, traffic systems, property forms, land tenure—thoroughly familiar.","Two Cheers for Anarchism: Six Easy Pieces on Autonomy, Dignity, and Meaningful Work and Play",James C. Scott,B0091XBYWK,,,,order,11,2020-11-10 05:05:41.089095+00:00
"Monderman likened it to skaters in a crowded ice rink who manage successfully to tailor their movements to those of the other skaters. He also believed that an excess of signage led drivers to take their eyes off the road, and actually contributed to making junctions less safe.","Two Cheers for Anarchism: Six Easy Pieces on Autonomy, Dignity, and Meaningful Work and Play",James C. Scott,B0091XBYWK,,,,order,10,2020-11-10 05:05:41.088975+00:00
"Facing this conundrum, I believe that both theoretically and practically, the abolition of the state is not an option. We are stuck, alas, with Leviathan, though not at all for the reasons Hobbes had supposed, and the challenge is to tame it. That challenge may well be beyond our reach.","Two Cheers for Anarchism: Six Easy Pieces on Autonomy, Dignity, and Meaningful Work and Play",James C. Scott,B0091XBYWK,,,discard,order,1,2020-04-16 19:32:50.956263+00:00
